SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_LONG_NAME_THIS_ENROL,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2013/2014,BC Public School,61,Greater Victoria,6161004,Victoria West Elementary,Standard,"750 FRONT ST, VICTORIA, BC",VICTORIA,BC,V9A3Y4,250 382-9131,250 382-3741,48.43315,-123.38811,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161005,George Jay Elementary,Standard,"1118 PRINCESS AVE, VICTORIA, BC",VICTORIA,BC,V8T1L3,250 385-3381,250 360-0952,48.43273,-123.35203,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161006,Victor School,Alternate,"2260 VICTOR ST, VICTORIA, BC",VICTORIA,BC,V8R4C5,250 595-7511,250 519-2109,48.43207,-123.33709,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161007,Sir James Douglas Elementary,Standard,"401 MOSS ST, VICTORIA, BC",VICTORIA,BC,V8V4N2,250 382-7788,250 388-3673,48.41525,-123.34876,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161008,Sundance Elementary,Standard,"1625 BANK ST, VICTORIA, BC",VICTORIA,BC,V8R4V5,250 598-5012,250 598-5031,48.42766,-123.32886,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161010,Craigflower Elementary,Standard,"2766 ADMIRALS RD, VICTORIA, BC",VICTORIA,BC,V9A2R3,250 384-8157,250 360-1054,48.45282,-123.4219,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161012,Margaret Jenkins Elementary,Standard,"1824 FAIRFIELD RD, VICTORIA, BC",VICTORIA,BC,V8S1G8,250 598-5191,250 598-0044,48.4156,-123.32962,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161013,Oaklands Elementary,Standard,"2827 BELMONT AVE, VICTORIA, BC",VICTORIA,BC,V8R4B2,250 595-2444,250 595-4789,48.44093,-123.33894,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161016,Ecole Quadra Elementary,Standard,"2780 RICHMOND RD, VICTORIA, BC",VICTORIA,BC,V8R4T4,250 382-8296,250 382-3649,48.43988,-123.32793,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161018,Victoria High,Standard,"1260 GRANT ST, VICTORIA, BC",VICTORIA,BC,V8T1C2,250 388-5456,250 388-6702,48.4288,-123.34743,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161019,Cloverdale Traditional Elementary,Standard,"3427 QUADRA ST, VICTORIA, BC",VICTORIA,BC,V8X1G8,250 382-7231,250 384-5661,48.45421,-123.35992,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161020,Tillicum Community School,Standard,"3155 ALBINA ST, VICTORIA, BC",VICTORIA,BC,V9A1Z6,250 386-1408,250 380-2805,48.45245,-123.39336,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161021,Ecole Willows Elementary,Standard,"2290 MUSGRAVE ST, VICTORIA, BC",VICTORIA,BC,V8R5Y2,250 592-2486,250 592-3964,48.43612,-123.30958,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161024,Oak Bay Secondary,Standard,"2151 CRANMORE RD, VICTORIA, BC",VICTORIA,BC,V8R1Z2,250 598-3361,250 598-0710,48.43298,-123.31803,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161025,Cedar Hill Middle,Standard,"3910 CEDAR HILL RD, VICTORIA, BC",VICTORIA,BC,V8P3Z9,250 477-6945,250 721-1960,48.46608,-123.33602,MIDDLE SCHOOL,08-Jan,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161027,Mckenzie Elementary,Standard,"4005 RAYMOND ST N, VICTORIA, BC",VICTORIA,BC,V8Z4K9,250 479-1691,250 479-5285,48.46696,-123.39203,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161028,Doncaster Elementary,Standard,"1525 ROWAN ST, VICTORIA, BC",VICTORIA,BC,V8P1X4,250 595-3611,250 598-5947,48.45729,-123.33814,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161029,View Royal Elementary,Standard,"218 HELMCKEN RD, VICTORIA, BC",VICTORIA,BC,V9B1S6,250 479-1671,250 744-2389,48.45722,-123.43827,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161030,Frank Hobbs Elementary,Standard,"3875 HARO RD, VICTORIA, BC",VICTORIA,BC,V8N4A6,250 477-1804,250 477-3392,48.4655,-123.30064,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161032,Strawberry Vale Elementary,Standard,"4109 ROSEDALE AVE, VICTORIA, BC",VICTORIA,BC,V8Z5J5,250 479-4014,250 479-5322,48.47833,-123.41701,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161033,James Bay Community,Standard,"140 OSWEGO ST, VICTORIA, BC",VICTORIA,BC,V8V2B1,250 384-7184,250 383-7152,48.41679,-123.37939,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161035,Central Middle School,Standard,"1280 FORT ST, VICTORIA, BC",VICTORIA,BC,V8V3L2,250 386-3591,250 361-1403,48.42337,-123.34645,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161036,Lansdowne Middle School,Standard,"1765 LANSDOWNE RD, VICTORIA, BC",VICTORIA,BC,V8P1A7,250 598-3336,250 598-2945,48.4461,-123.32761,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161038,Glanford Middle School,Standard,"4140 GLANFORD AVE, VICTORIA, BC",VICTORIA,BC,V8Z4A8,250 479-7179,250 479-4629,48.47646,-123.39071,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161040,Ecole Macaulay Elementary,Standard,"1010 WYCHBURY AVE, VICTORIA, BC",VICTORIA,BC,V9A5K6,250 385-3441,250 385-7572,48.4251,-123.40595,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161042,Lake Hill Elementary,Standard,"1031 LUCAS AVE, VICTORIA, BC",VICTORIA,BC,V8X5L2,250 479-2896,250 479-6511,48.47919,-123.36669,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161046,Ecole Marigold School,Standard,"3751 GRANGE RD, VICTORIA, BC",VICTORIA,BC,V8Z4T2,250 479-8256,250 744-3187,48.46235,-123.41072,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161047,Campus View Elementary,Standard,"3900 GORDON HEAD RD, VICTORIA, BC",VICTORIA,BC,V8P4X3,250 477-0178,250 477-2542,48.46565,-123.32074,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161048,Esquimalt High,Standard,"847 COLVILLE RD, VICTORIA, BC",VICTORIA,BC,V9A4N9,250 382-9226,250 361-1263,48.43886,-123.39607,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161049,Mount Douglas Secondary,Standard,"3970 GORDON HEAD RD, VICTORIA, BC",VICTORIA,BC,V8N3X3,250 477-6977,250 477-0277,48.47078,-123.31746,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161051,Braefoot Elementary,Standard,"1440 HARROP RD, VICTORIA, BC",VICTORIA,BC,V8P2S6,250 477-6948,250 477-9616,48.46944,-123.34444,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161052,Hillcrest Elementary,Standard,"4421 GREENTREE TERR, VICTORIA, BC",VICTORIA,BC,V8N3S9,250 477-7273,250 477-8400,48.48465,-123.31489,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161054,Northridge Elementary,Standard,"4190 CAREY RD, VICTORIA, BC",VICTORIA,BC,V8Z4G8,250 479-8293,250 479-4639,48.48021,-123.39989,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161056,Rockheights Middle School,Standard,"1250 HIGHROCK AVE, VICTORIA, BC",VICTORIA,BC,V9A4V7,250 384-7125,250 384-7263,48.43456,-123.41228,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161057,Reynolds Secondary,Standard,"3963 BORDEN ST, VICTORIA, BC",VICTORIA,BC,V8P3H9,250 479-1696,250 479-6677,48.46758,-123.36029,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161058,Shoreline Community Middle School,Standard,"2750 SHORELINE DR, VICTORIA, BC",VICTORIA,BC,V9B1M6,250 386-8367,250 361-2630,48.45281,-123.42588,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161062,Arbutus Global Middle School,Standard,"2306 EDGELOW ST, VICTORIA, BC",VICTORIA,BC,V8N1R5,250 477-1878,250 477-2553,48.47097,-123.30813,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161063,Spectrum Community,Standard,"957 BURNSIDE RD W, VICTORIA, BC",VICTORIA,BC,V8Z6E9,250 479-8271,250 479-8204,48.46321,-123.4081,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161064,Lambrick Park Secondary,Standard,"4139 TORQUAY DR, VICTORIA, BC",VICTORIA,BC,V8N3L1,250 477-0181,250 477-0143,48.47931,-123.33201,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161065,Torquay Elementary,Standard,"4413 TORQUAY DR, VICTORIA, BC",VICTORIA,BC,V8N3L3,250 477-9511,250 477-5412,48.4875,-123.32398,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161066,Rogers Elementary,Standard,"765 ROGERS AVE, VICTORIA, BC",VICTORIA,BC,V8X5K6,250 727-0188,250 727-2079,48.47594,-123.38106,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161067,Eagle View Elementary,Standard,"97 TALCOTT RD, VICTORIA, BC",VICTORIA,BC,V9B6L9,250 744-2701,250 744-2703,48.46481,-123.44205,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,61,Greater Victoria,6161068,Colquitz Middle School,Standard,"505 DUMERESQ ST, VICTORIA, BC",VICTORIA,BC,V8Z1X3,250 479-1678,250 479-2752,48.46133,-123.39374,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6161069,Monterey Middle School,Standard,"851 MONTEREY AVE, VICTORIA, BC",VICTORIA,BC,V8S4V1,250 598-4589,250 598-3481,48.41839,-123.31483,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6199013,Pembroke Street School,Youth Custody,"94 TALCOTT RD, VICTORIA, BC",VICTORIA,BC,V9B6L9,250 708-2223,250 704-0304,48.46434,-123.4419,SENIOR SECONDARY,12-Nov,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6199015,Girls' Alternative Program,Alternate,"3020 RICHMOND RD, VICTORIA, BC",VICTORIA,BC,V8R4V1,250 598-3144,250 598-6074,48.44493,-123.32682,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6199033,S J Willis Alternative School,Alternate,"923 TOPAZ AVE, VICTORIA, BC",VICTORIA,BC,V8T2M2,250 360-4300,250 360-4326,48.44211,-123.36294,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,61,Greater Victoria,6199146,Home Learners' Link,District Distance Ed,"923 TOPAZ AVE, VICTORIA, BC",VICTORIA,BC,V8T2M2,250 360-4300,250 360-4326,48.44211,-123.36294,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,62,Sooke,6262000,Westshore Centre for Learning & Training,Continuing Ed,"101 814 GOLDSTREAM AVE, VICTORIA, BC",VICTORIA,BC,V9B2X7,250 391-9002,250 391-9007,48.4495,-123.50142,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,62,Sooke,6262002,Happy Valley Elementary,Standard,"3291 HAPPY VALLEY RD, VICTORIA, BC",VICTORIA,BC,V9C2W3,250 478-3232,250 391-9624,48.42908,-123.52944,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262004,Sooke Elementary,Standard,"6560 SOOKE RD., SOOKE, BC",SOOKE,BC,V9Z0E4,250 642-5431,250 642-4666,48.3798,-123.716,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262005,Port Renfrew Elementary,Standard,"6633 DEERING RD, PORT RENFREW, BC",PORT RENFREW,BC,V0S1K0,250 647-5577,250 647-5534,48.55732,-124.3997,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262007,Ruth King Elementary,Standard,"2764 JACKLIN RD, VICTORIA, BC",VICTORIA,BC,V9B3X6,250 478-8368,250 478-7081,48.4514,-123.50504,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262010,Sangster Elementary,Standard,"3325 METCHOSIN RD, VICTORIA, BC",VICTORIA,BC,V9C2A4,250 478-4441,250 478-4028,48.4205,-123.48589,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262011,Millstream Elementary,Standard,"626 HOYLAKE AVE, VICTORIA, BC",VICTORIA,BC,V9B3P7,250 478-8348,250 474-5736,48.46561,-123.49664,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262012,Saseenos Elementary,Standard,"6066 SOOKE RD BOX 820, SOOKE, BC",SOOKE,BC,V9Z0C1,250 642-5261,250 642-3867,48.38732,-123.68835,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262013,Belmont Secondary,Standard,"3067 JACKLIN RD, VICTORIA, BC",VICTORIA,BC,V9B3Y7,250 478-5501,250 478-2879,48.43803,-123.51293,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,62,Sooke,6262015,Savory Elementary,Standard,"2721 GRAINGER RD, VICTORIA, BC",VICTORIA,BC,V9B3K7,250 478-9586,250 478-2591,48.44833,-123.48744,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262016,Dunsmuir Middle School,Standard,"3341 PAINTER RD, VICTORIA, BC",VICTORIA,BC,V9C2J1,250 478-5548,250 478-0738,48.41887,-123.48873,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2013/2014,BC Public School,62,Sooke,6262018,Hans Helgesen Elementary,Standard,"4983 ROCKY POINT RD, VICTORIA, BC",VICTORIA,BC,V9C4G4,250 478-3431,250 478-1459,48.3651,-123.55527,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262020,John Muir Elementary,Standard,"7179 WEST COAST RD, SOOKE, BC",SOOKE,BC,V9Z0R9,250 642-5427,250 642-4465,48.37045,-123.74776,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262021,David Cameron Elementary,Standard,"675 MEAFORD AVE, VICTORIA, BC",VICTORIA,BC,V9B5Y1,250 478-7621,250 478-9295,48.44386,-123.4959,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262022,Wishart Elementary,Standard,"3310 WISHART RD, VICTORIA, BC",VICTORIA,BC,V9C1R1,250 478-9528,250 474-5023,48.42179,-123.49341,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262023,John Stubbs Middle,Standard,"301 ZEALOUS CRES, VICTORIA, BC",VICTORIA,BC,V9C1H6,250 478-5571,250 478-7318,48.43705,-123.46392,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,62,Sooke,6262025,Spencer Middle School,Standard,"1026 GOLDSTREAM AVE, VICTORIA, BC",VICTORIA,BC,V9B2Y5,250 474-1291,250 474-2132,48.44974,-123.5135,MIDDLE SCHOOL,09-Jun,TRUE,TRUE
2013/2014,BC Public School,62,Sooke,6262026,Willway Elementary,Standard,"2939 MT WELLS DR, VICTORIA, BC",VICTORIA,BC,V9B4T4,250 478-1213,250 474-2946,48.45742,-123.54968,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262031,Journey Middle School,Standard,"6522 THROUP RD, SOOKE, BC",SOOKE,BC,V9Z0E5,250 642-5881,250 642-7137,48.38734,-123.71721,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,62,Sooke,6262032,Lakewood Elementary,Standard,"2363 SETCHFIELD AVE, VICTORIA, BC",VICTORIA,BC,V9B5W1,250 474-3449,250 474-1618,48.46553,-123.50754,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262033,Edward Milne Community School,Standard,"6218 SOOKE RD, SOOKE, BC",SOOKE,BC,V9Z1J1,250 642-5211,250 642-7866,48.3889,-123.69442,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,62,Sooke,6262034,Ecole Poirier Elementary,Standard,"6526 THROUP RD, SOOKE, BC",SOOKE,BC,V9Z0W6,250 642-0500,250 642-5115,48.38536,-123.7164,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262035,Colwood Elementary,Standard,"3000 WISHART RD, VICTORIA, BC",VICTORIA,BC,V9C1P4,250 478-2332,250 478-9524,48.43452,-123.48601,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262036,Crystal View Elementary,Standard,"2662 SILVERSTONE WAY, VICTORIA, BC",VICTORIA,BC,V9B6A6,250 478-0576,250 478-3175,48.45208,-123.47715,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6262037,John Stubbs Elementary,Standard,"301 ZEALOUS CRES, VICTORIA, BC",VICTORIA,BC,V9C1H6,250 478-5571,250 478-7318,48.43705,-123.46392,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,62,Sooke,6299042,Pacific Secondary School,Alternate,"109 1830 ISLAND HIGHWAY, VICTORIA, BC",VICTORIA,BC,V9B1J2,250 474-2505,250 474-6211,48.44453,-123.46756,ELEMENTARY SECONDARY,12-Jun,TRUE,TRUE
2013/2014,BC Public School,62,Sooke,6299043,Byte Alternate Program,Alternate,"102 814 GOLDSTREAM AVE, VICTORIA, BC",VICTORIA,BC,V9B2X7,250 391-9002,250 391-9007,48.4495,-123.50142,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,62,Sooke,6299164,Juan de Fuca Distributed Learning,District Distance Ed,"101 814 GOLDSTREAM AVE, VICTORIA, BC",VICTORIA,BC,V9B2X7,250 391-9002,250 391-9007,48.4495,-123.50142,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,63,Saanich,6363000,SD 63 Continuing Ed,Continuing Ed,"1649 MOUNT NEWTON CROSS RD, SAANICHTON, BC",SAANICHTON,BC,V8M1L1,250 652-4042,250 652-9703,48.59777,-123.43062,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,63,Saanich,6363002,Brentwood Elementary,Standard,"7085 WALLACE DR, BRENTWOOD BAY, BC",BRENTWOOD BAY,BC,V8M1P9,250 652-3996,250 652-3181,48.57492,-123.44637,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,63,Saanich,6363003,Cordova Bay Elementary,Standard,"5238 CORDOVA BAY RD, VICTORIA, BC",VICTORIA,BC,V8Y2L2,250 658-5315,250 658-4014,48.52703,-123.36865,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,63,Saanich,6363004,Deep Cove Elementary,Standard,"10975 WEST SAANICH RD, NORTH SAANICH, BC",NORTH SAANICH,BC,V8L5P6,250 656-7254,250 656-6240,48.67998,-123.45773,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,63,Saanich,6363007,Keating Elementary,Standard,"6843 CENTRAL SAANICH RD, VICTORIA, BC",VICTORIA,BC,V8Z5V4,250 652-9261,250 652-2094,48.5679,-123.40347,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,63,Saanich,6363008,Lochside Elementary,Standard,"1145 ROYAL OAK DR, VICTORIA, BC",VICTORIA,BC,V8X3T7,250 658-5238,250 658-4982,48.50196,-123.36047,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,63,Saanich,6363010,Prospect Lake Elementary,Standard,"321 PROSPECT LAKE RD, VICTORIA, BC",VICTORIA,BC,V9E1J7,250 727-3314,250 479-2927,48.52385,-123.43327,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,63,Saanich,6363011,Kelset Elementary,Standard,"1800 FOREST PARK DR, NORTH SAANICH, BC",NORTH SAANICH,BC,V8L4B8,250 655-4648,250 655-4384,48.62522,-123.42396,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,63,Saanich,6363014,Sidney Elementary,Standard,"2281 HENRY AVE, SIDNEY, BC",SIDNEY,BC,V8L2A8,250 656-3958,250 656-2826,48.65319,-123.40468,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,63,Saanich,6363020,Stelly's Secondary,Standard,"1627 STELLYS CROSS RD, SAANICHTON, BC",SAANICHTON,BC,V8M1S8,250 652-4401,250 652-4404,48.5797,-123.43238,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,63,Saanich,6363021,Claremont Secondary,Standard,"4980 WESLEY RD, VICTORIA, BC",VICTORIA,BC,V8Y1Y9,250 658-5221,250 658-5387,48.51562,-123.37417,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,63,Saanich,6363022,Parkland Secondary,Standard,"10640 MCDONALD PARK RD, SIDNEY, BC",SIDNEY,BC,V8L5S7,250 655-2700,250 655-2701,48.6709,-123.42048,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,63,Saanich,6363026,North Saanich Middle School,Standard,"10400 MCDONALD PARK RD, NORTH SAANICH, BC",NORTH SAANICH,BC,V8L0A3,250 656-1129,250 656-2759,48.66502,-123.41683,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,63,Saanich,6363027,Royal Oak Middle School,Standard,"751 TRAVINO LANE, VICTORIA, BC",VICTORIA,BC,V8Z0C6,250 479-7128,250 479-4200,48.49567,-123.39142,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,63,Saanich,6363028,Bayside Middle School,Standard,"1101 NEWTON PL, BRENTWOOD BAY, BC",BRENTWOOD BAY,BC,V8M1G2,250 652-1135,250 652-0110,48.57015,-123.45344,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,63,Saanich,6398007,South Island Distance Education School,District Distance Ed,"4575 WILKINSON RD, VICTORIA, BC",VICTORIA,BC,V8Z7E8,250 704-4979,250 479-9870,48.49738,-123.39459,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,63,Saanich,6399075,SD 63 Individual Learning Centre,Alternate,"1649 MOUNT NEWTON CROSS RD, SAANICHTON, BC",SAANICHTON,BC,V8M1L1,250 652-4042,250 652-9703,48.59777,-123.43062,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,64,Gulf Islands,6464002,Salt Spring Elementary,Standard,"122 RAINBOW RD, SALT SPRING ISLAND, BC",SALT SPRING ISLAND,BC,V8K2V5,250 537-9928,250 537-1397,48.85441,-123.50167,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,64,Gulf Islands,6464003,Mayne Island School,Standard,"535 FERNHILL ROAD, MAYNE ISLAND, BC",MAYNE ISLAND,BC,V0N2J0,250 539-2371,250 539-2325,48.84736,-123.28326,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,64,Gulf Islands,6464004,Saturna Island Elementary,Standard,"121 SUNSET BLVD, SATURNA ISLAND, BC",SATURNA ISLAND,BC,V0N2Y0,250 539-2472,250 539-3173,48.79444,-123.17324,ELEMENTARY SECONDARY,12-Jan,TRUE,TRUE
2013/2014,BC Public School,64,Gulf Islands,6464005,Galiano Community School,Standard,"1290 STURDIES BAY RD, GALIANO, BC",GALIANO,BC,V0N1P0,250 539-2261,250 539-2318,48.8857,-123.333,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,64,Gulf Islands,6464006,Salt Spring Island Middle School,Standard,"120 RAINBOW RD, SALT SPRING ISLAND, BC",SALT SPRING ISLAND,BC,V8K2V5,250 537-1159,250 537-4991,48.85441,-123.50155,MIDDLE SCHOOL,08-Jun,TRUE,TRUE
2013/2014,BC Public School,64,Gulf Islands,6464007,Fernwood Elementary,Standard,"150 FERNWOOD RD, SALT SPRING ISLAND, BC",SALT SPRING ISLAND,BC,V8K1C5,250 537-9332,250 537-5386,48.90737,-123.53827,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,64,Gulf Islands,6464008,Pender Islands Elem-Secondary,Standard,"5714 CANAL RD, PENDER ISLAND, BC",PENDER ISLAND,BC,V0N2M1,250 629-3711,250 629-2023,48.76509,-123.26868,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,64,Gulf Islands,6464009,Fulford Community Elementary,Standard,"203 SOUTHRIDGE DR, SALTSPRING ISLAND, BC",SALTSPRING ISLAND,BC,V8K1Y9,250 653-9223,250 653-2090,48.77623,-123.44591,ELEMENTARY,K-5,TRUE,FALSE
2013/2014,BC Public School,64,Gulf Islands,6464010,Gulf Islands Secondary,Standard,"112 RAINBOW RD, SALT SPRING ISLAND, BC",SALT SPRING ISLAND,BC,V8K2K3,250 537-9944,250 537-9512,48.85441,-123.50108,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,64,Gulf Islands,6499074,Phoenix Elementary,Alternate,"163 DRAKE RD, SALT SPRING ISLAND, BC",SALT SPRING ISLAND,BC,V8K2K8,250 537-1156,250 537-1842,48.8507,-123.50576,ELEMENTARY SECONDARY,K-11,TRUE,TRUE
2013/2014,BC Public School,64,Gulf Islands,6499219,Windsor House School,Standard,"2132 HAMILTON AVE, NORTH VANCOUVER, BC",NORTH VANCOUVER,BC,V7P2M3,604 903-3366,604 903-3367,49.32867,-123.0978,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
