SCHOOL_YEAR,PUBLIC_OR_INDEPENDENT,DISTRICT_NUMBER,DISTRICT_LONG_NAME_THIS_ENROL,SCHOOL_NUMBER,SCHOOL_NAME,SCHOOL_FACILITY_TYPE,SCHOOL_PHYSICAL_ADDRESS,SCHOOL_CITY,SCHOOL_PROVINCE,SCHOOL_POSTAL_CODE,SCHOOL_PHONE_NUMBER,SCHOOL_FAX_NUMBER,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,ORGANIZATION_EDUCATION_LEVEL,GRADE_STRING,HAS_ELEMENTARY_GRADES_FLAG,HAS_SECONDARY_GRADES_FLAG
2013/2014,BC Public School,22,Vernon,2222025,Clarence Fulton Secondary,Standard,"2301 FULTON RD, VERNON, BC",VERNON,BC,V1H1Y1,250 545-1348,250 542-2028,50.24789,-119.30881,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,22,Vernon,2222026,Ellison Elementary,Standard,"2400 FULTON RD, VERNON, BC",VERNON,BC,V1H1S3,250 260-4176,250 260-3956,50.24879,-119.31063,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,22,Vernon,2222027,Charles Bloom Elementary Secondary,Standard,"1894 GLENCAIRD ST, LUMBY, BC",LUMBY,BC,VOE2G0,250 547-2191,250 547-9587,50.25044,-118.96371,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2013/2014,BC Public School,22,Vernon,2299077,Open Door Alternate School,Alternate,"2901 29 ST, VERNON, BC",VERNON,BC,V1T5A5,250 549-3546,250 549-0411,50.26297,-119.26904,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,22,Vernon,2299083,Crossroads Alternate School,Alternate,"1879 VERNON ST, LUMBY, BC",LUMBY,BC,V0E2G0,250 547-2593,250 547-8952,50.24788,-118.96396,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,22,Vernon,2299150,6 Mile Alternate,Alternate,"12 BONNEAU RD, VERNON, BC",VERNON,BC,V1H2A8,250 549-3546,250 549-0411,50.28932,-119.41411,SECONDARY,11-Oct,FALSE,TRUE
2013/2014,BC Public School,22,Vernon,2299151,vLearn.ca,District Distance Ed,"2711 38 ST, VERNON, BC",VERNON,BC,V1T6H5,250 542-0249,250 542-8392,50.26169,-119.28575,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,22,Vernon,2299152,Alternative Learning Program,Alternate,"3602 30 AVE, VERNON, BC",VERNON,BC,V1T8S8,250 545-1736,250 558-3474,50.252,-119.251,JUNIOR SECONDARY,10-Aug,FALSE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323000,Adult Education SD#23,Continuing Ed,"1825 RICHTER ST, KELOWNA, BC",KELOWNA,BC,V1Y2M8,250 870-5120,250 870-5020,49.88129,-119.48843,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323005,Central School Programs,Alternate,"1825 RICHTER ST, KELOWNA, BC",KELOWNA,BC,V1Y2M8,250 870-5120,250 870-5020,49.88129,-119.48843,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323008,Oyama Traditional School,Standard,"15525 GREENHOW RD, OYAMA, BC",OYAMA,BC,V4V2E1,250 548-3783,250 870-5050,50.10834,-119.36981,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323014,Raymer Elementary,Standard,"657 RAYMER AVE, KELOWNA, BC",KELOWNA,BC,V1Y4Z6,250 870-5125,250 870-5054,49.86438,-119.48897,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323015,Rutland Middle School,Standard,"715 RUTLAND RD N, KELOWNA, BC",KELOWNA,BC,V1X3B6,250 765-2988,250 870-5009,49.8975,-119.38462,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323016,George Pringle Elementary,Standard,"3770 ELLIOT RD, WEST KELOWNA, BC",WEST KELOWNA,BC,V4T1W9,250 870-5103,250 870-5003,49.82707,-119.63229,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323018,Glenmore Elementary,Standard,"960 GLENMORE DR, KELOWNA, BC",KELOWNA,BC,V1Y4P1,250 870-5136,250 870-5030,49.89763,-119.45596,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323022,South Kelowna Elementary,Standard,"4176 SPIERS RD, KELOWNA, BC",KELOWNA,BC,V1W4B5,250 861-1122,250 870-5058,49.83408,-119.42114,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323028,George Elliot Secondary,Standard,"10241 BOTTOM WOOD LAKE RD, WINFIELD, BC",WINFIELD,BC,V4V1Y7,250 766-2734,250 870-5002,50.03127,-119.40209,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323029,Dr Knox Middle School,Standard,"121 DRYSDALE BLVD, KELOWNA, BC",KELOWNA,BC,V1V2X9,250 870-5130,250 870-5007,49.92208,-119.43502,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323030,Dorothea Walker Elementary,Standard,"4346 GORDON DR, KELOWNA, BC",KELOWNA,BC,V1W1S5,250 764-8181,250 870-5024,49.82662,-119.48437,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323031,A S Matheson Elementary,Standard,"2090 GORDON DR, KELOWNA, BC",KELOWNA,BC,V1Y3H9,250 860-2525,250 870-5012,49.87606,-119.47863,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323032,North Glenmore Elementary,Standard,"125 SNOWSELL ST NORTH, KELOWNA, BC",KELOWNA,BC,V1V2E3,250 762-3535,250 870-5044,49.92856,-119.43596,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323033,South Rutland Elementary,Standard,"200 MALLACH RD, KELOWNA, BC",KELOWNA,BC,V1X2W5,250 765-7785,250 870-5060,49.88726,-119.38258,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323034,Bankhead Elementary,Standard,"1280 WILSON AVE, KELOWNA, BC",KELOWNA,BC,V1Y6Y6,250 763-2603,250 870-5014,49.89189,-119.47211,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323038,KLO Middle School,Standard,"3130 GORDON DR, KELOWNA, BC",KELOWNA,BC,V1W3M4,250 870-5106,250 870-5006,49.86007,-119.47598,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323042,Peachland Elementary,Standard,"5486 CLEMENTS CRES, PEACHLAND, BC",PEACHLAND,BC,V0H1X5,250 767-2686,250 870-5051,49.78571,-119.71826,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323043,Belgo Elementary School,Standard,"125 ADVENTURE RD, KELOWNA, BC",KELOWNA,BC,V1X1N3,250 765-8900,250 870-5015,49.88226,-119.38986,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323044,Rutland Senior Secondary,Standard,"705 RUTLAND RD N, KELOWNA, BC",KELOWNA,BC,V1X3B6,250 870-5110,250 870-5010,49.8975,-119.38462,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323046,Casorso Elementary,Standard,"3675 CASORSO RD, KELOWNA, BC",KELOWNA,BC,V1W3E1,250 870-5135,250 870-5019,49.85291,-119.48057,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323047,Springvalley Middle School,Standard,"350 ZIPRICK RD, KELOWNA, BC",KELOWNA,BC,V1X4H3,250 862-3274,250 870-5011,49.8846,-119.41924,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323048,Pearson Road Elementary,Standard,"700 PEARSON RD, KELOWNA, BC",KELOWNA,BC,V1X5H8,250 765-8855,250 870-5049,49.89975,-119.39963,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323049,Glenrosa Elementary,Standard,"3430 WEBBER RD, WEST KELOWNA, BC",WEST KELOWNA,BC,V4T1G8,250 768-5181,250 870-5033,49.83987,-119.65405,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323050,Springvalley Elementary,Standard,"470 ZIPRICK RD, KELOWNA, BC",KELOWNA,BC,V1X4H4,250 860-4526,250 870-5065,49.8846,-119.41924,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323051,Mount Boucherie Senior Secondary,Standard,"2751 CAMERON RD, WEST KELOWNA, BC",WEST KELOWNA,BC,V1Z2T6,250 712-7040,250 870-5001,49.859,-119.58271,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323052,Hudson Road Elementary,Standard,"1221 HUDSON RD, WEST KELOWNA, BC",WEST KELOWNA,BC,V1Z1J5,250 769-4666,250 870-5037,49.86248,-119.56444,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323056,Black Mountain Elementary,Standard,"1650 GALLAGHER RD, KELOWNA, BC",KELOWNA,BC,V1P1G7,250 765-1955,250 870-5035,49.86718,-119.34925,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323058,Helen Gorman Elementary,Standard,"3230 SALMON RD, WEST KELOWNA, BC",WEST KELOWNA,BC,V4T1A7,250 768-7250,250 870-5031,49.84587,-119.67215,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323059,Okanagan Mission Secondary,Standard,"4544 GORDON DR, KELOWNA, BC",KELOWNA,BC,V1W1T4,250 870-5108,250 870-5008,49.81848,-119.4859,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323060,Quigley Elementary,Standard,"705 KITCH RD, KELOWNA, BC",KELOWNA,BC,V1X5V8,250 870-5134,250 870-5013,49.88076,-119.40002,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323061,Peter Greer Elementary,Standard,"10300 SHERMAN DR, WINFIELD, BC",WINFIELD,BC,V4V1Y8,250 766-2104,250 870-5029,50.0316,-119.38875,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323065,Rose Valley Elementary,Standard,"1680 WESTLAKE RD, WEST KELOWNA, BC",WEST KELOWNA,BC,V1Z3G6,250 870-5146,250 870-5047,49.88707,-119.55634,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323066,Davidson Road Elementary,Standard,"2115 DAVIDSON RD, LAKE COUNTRY, BC",LAKE COUNTRY,BC,V4V1R3,250 870-5117,250 870-5017,50.05152,-119.43086,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323067,Shannon Lake Elementary,Standard,"3044 SANDSTONE DR, WEST KELOWNA, BC",WEST KELOWNA,BC,V4T1T2,250 870-5132,250 870-5073,49.85247,-119.61334,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323070,Anne McClymont Elementary,Standard,"4489 LAKESHORE RD, KELOWNA, BC",KELOWNA,BC,V1W1W9,250 870-5133,250 870-5070,49.82023,-119.49005,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323071,Glenrosa Middle School,Standard,"2974 GLEN ABBEY PL, WEST KELOWNA, BC",WEST KELOWNA,BC,V4T2N1,250 768-1889,250 870-5076,49.83309,-119.65856,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323072,Ellison Elementary,Standard,"3735 PARKDALE RD, KELOWNA, BC",KELOWNA,BC,V1X6K9,250 765-8104,250 870-5081,49.93855,-119.35559,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323073,Chief Tomat Elementary,Standard,"3365 EAST BOUNDARY RD, WEST KELOWNA, BC",WEST KELOWNA,BC,V4T2R8,250 768-6628,250 870-5071,49.84181,-119.58868,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323074,Watson Road Elementary,Standard,"475 YATES RD, KELOWNA, BC",KELOWNA,BC,V1V1R3,250 870-5137,250 870-5072,49.91266,-119.44938,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323075,Constable Neil Bruce Middle School,Standard,"2010 DAIMLER DR, WEST KELOWNA, BC",WEST KELOWNA,BC,V1Z3Y4,250 769-7343,250 870-5077,49.85726,-119.59715,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323076,Kelowna Secondary,Standard,"1079 RAYMER AVE, KELOWNA, BC",KELOWNA,BC,V1Y4Z7,250 762-2805,250 870-5005,49.86422,-119.47884,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,23,Central Okanagan,2323077,Rutland Elementary,Standard,"620 WEBSTER RD, KELOWNA, BC",KELOWNA,BC,V1X4V5,250 765-9771,250 870-5055,49.89899,-119.37582,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2323078,Chute Lake Elementary,Standard,"5240 LARK ST, KELOWNA, BC",KELOWNA,BC,V1W4K8,250 870-5139,250 870-5039,49.79585,-119.5096,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,23,Central Okanagan,2399159,SD 23 Distributed Learning School,District Distance Ed,"1825 RICHTER ST, KELOWNA, BC",KELOWNA,BC,V1Y2M8,250 870-5120,250 870-5020,49.88129,-119.48843,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727000,GROW Continuing Education Centre,Continuing Ed,"320 SECOND AVE N, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G1Z9,250 398-5800,250 398-5206,52.13341,-122.14571,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727006,Bridge Lake Elementary,Standard,"7567 BRIDGE LAKE BUSINESS ROUTE, BRIDGE LAKE, BC",BRIDGE LAKE,BC,V0K1E0,250 593-4674,250 593-4689,51.47791,-120.72353,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727007,Forest Grove Elementary,Standard,"4497 EAGLE CREEK RD, FOREST GROVE, BC",FOREST GROVE,BC,V0K1M0,250 397-2962,250 397-2390,51.76887,-121.09769,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727008,Horsefly Elem-Jr Secondary,Standard,"3045 BOSWELL ST, HORSEFLY, BC",HORSEFLY,BC,V0L1L0,250 620-3438,250 620-3468,52.33388,-121.41499,ELEMENTARY JR SECONDARY,K-9,TRUE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727011,Marie Sharpe Elementary,Standard,"260 CAMERON ST, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G1S8,250 392-4104,250 392-6574,52.13328,-122.14458,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727012,100 Mile House Elementary,Standard,"97 BIRCH AVE, 100 MILES HOUSE, BC",100 MILES HOUSE,BC,V0K2E0,250 395-2258,250 395-3621,51.64643,-121.29462,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727014,Likely Elem-Jr Secondary,Standard,"6163 KEITHLEY CREEK RD, LIKELY, BC",LIKELY,BC,V0L1N0,250 790-2320,250 790-2315,52.61526,-121.55714,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727020,Big Lake Elementary,Standard,"4060 LAKEVIEW RD, BIG LAKE, BC",BIG LAKE,BC,V0L1G0,250 243-2255,250 243-2327,52.3731,-121.883,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727024,Wildwood Elementary,Standard,"2448 SANDBERG RD, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G4W5,250 989-4701,250 989-0098,52.068,-122.17127,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727027,150 Mile Elementary,Standard,"3081 HWY 97, 150 MILE HOUSE, BC",150 MILE HOUSE,BC,V0K2G0,250 296-3356,250 296-3291,52.10729,-121.92833,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727030,Lac La Hache Elementary,Standard,"4787 CLARKE AVE, LAC LA HACHE, BC",LAC LA HACHE,BC,V0K1T0,250 396-7230,250 396-4092,51.81762,-121.48149,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727041,Chilcotin Road Elementary,Standard,"709 LYNE RD, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G3Z3,250 392-5455,250 392-6606,52.11512,-122.173,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727045,Mountview Elementary,Standard,"1222 DOG CREEK RD, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G3G9,250 392-7344,250 392-6726,52.09943,-122.12377,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727054,Anahim Lake Elem-Jr Secondary,Standard,"2484 CHILCOTIN HWY 20, ANAHIM LAKE, BC",ANAHIM LAKE,BC,V0L1C0,250 742-3235,250 742-3459,52.4603,-125.305,ELEMENTARY JR SECONDARY,10-Jan,TRUE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727056,Peter Skene Ogden Secondary,Standard,"200 7 ST, 100 MILE HOUSE, BC",100 MILE HOUSE,BC,V0K2E0,250 395-2461,250 395-2649,51.63688,-121.30063,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727057,Cataline Elementary,Standard,"1175 BLAIR ST, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G1X3,250 392-7154,250 392-2989,52.15018,-122.15097,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727059,Naghtaneqed Elem-Jr Secondary,Standard,"8350 NEMAIAH VALLEY RD, NEMAIAH VALLEY, BC",NEMAIAH VALLEY,BC,V0L1X0,250 394-7060,250 394-7061,51.48032,-123.87817,ELEMENTARY JR SECONDARY,09-Jan,TRUE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727061,Horse Lake Elementary,Standard,"6548 RYALL RD, LONE BUTTE, BC",LONE BUTTE,BC,V0K1X3,250 395-4572,250 395-5198,51.57377,-121.138,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727062,Mile 108 Elementary,Standard,"4958 EASZEE DR, 108 MILE RANCH, BC",108 MILE RANCH,BC,V0K2Z0,250 791-5221,250 791-5741,51.72725,-121.33233,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727065,Nesika Elementary,Standard,"1180 MOON AVE, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G4A6,250 398-7192,250 398-8530,52.14629,-122.15468,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727066,Tatla Lake Elem-Jr Secondary,Standard,"HWY 20, TATLA LAKE, BC",TATLA LAKE,BC,V0L1V0,250 476-1117,250 476-1208,51.8945,-124.635,ELEMENTARY JR SECONDARY,K-8,TRUE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727070,Dog Creek Elem-Jr. Secondary,Standard,"DOG CREEK, BC",DOG CREEK,BC,V0L1J0,250 440-5654,250 440-5639,51.5888,-122.209,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727071,Alexis Creek Elementary/Secondary,Standard,"7651 YELLS ST, ALEXIS CREEK, BC",ALEXIS CREEK,BC,V0L1A0,250 394-4346,250 394-4490,52.08512,-123.2771,ELEMENTARY JR SECONDARY,K-10,TRUE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2727072,Lake City Secondary,Standard,"640 CARSON DRIVE, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G1T3,250 392-6284,250 392-3362,52.13556,-122.13852,ELEMENTARY SECONDARY,12-Jul,TRUE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2799060,Graduation Routes Other Ways,District Distance Ed,"320 SECOND AVE N, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G1Z9,250 398-5800,250 398-5206,52.13341,-122.14571,ELEMENTARY SECONDARY,K-12,TRUE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2799094,Skyline Alternate School,Alternate,"320 SECOND AVE N, WILLIAMS LAKE, BC",WILLIAMS LAKE,BC,V2G1Z9,250 398-5800,250 398-5206,52.13341,-122.14571,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,27,Cariboo-Chilcotin,2799181,PSO Outback Storefront,Alternate,"98A CECIL PL, 100 MILE HOUSE, BC",100 MILE HOUSE,BC,V0K2E0,250 395-2461,250 395-2649,51.64723,-121.29731,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,28,Quesnel,2828000,Continuing Ed SD 28,Continuing Ed,"241 KINCHANT ST, QUESNEL, BC",QUESNEL,BC,V2J2R3,250 983-6900,250 983-6901,52.97655,-122.49361,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,28,Quesnel,2828002,Wells Barkerville Elementary,Standard,"4386 MILDRED AVE, WELLS, BC",WELLS,BC,V0K2R0,250 994-3216,250 994-3260,53.10656,-121.57473,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828004,Quesnel Junior School,Standard,"585 CALLANAN ST, QUESNEL, BC",QUESNEL,BC,V2J2V3,250 992-2131,250 992-7632,52.98235,-122.49143,JUNIOR SECONDARY,09-Aug,FALSE,TRUE
2013/2014,BC Public School,28,Quesnel,2828008,Kersley Elementary School,Standard,"2899 ARNOLDUS RD, QUESNEL, BC",QUESNEL,BC,V2J6L2,250 747-2624,250 747-3072,52.8374,-122.418,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828016,Red Bluff Lhtako Elementary,Standard,"1533 MAPLE DR, QUESNEL, BC",QUESNEL,BC,V2J4A2,250 747-2634,250 747-5191,52.96454,-122.46639,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828019,Ecole Baker,Standard,"610 WADE AVE, QUESNEL, BC",QUESNEL,BC,V2J1E3,250 992-8383,250 992-8303,52.96991,-122.51552,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828020,Bouchie Lake Elementary School,Standard,"2074 BLACKWATER RD, QUESNEL, BC",QUESNEL,BC,V2J7B3,250 249-5913,250 249-5610,53.0284,-122.599,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828021,Dragon Lake Elementary,Standard,"2671 HYDRAULIC RD, QUESNEL, BC",QUESNEL,BC,V2J4H4,250 747-2142,250 747-2498,52.9727,-122.432,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828024,Carson Elementary School,Standard,"1255 GRAHAM AVE, QUESNEL, BC",QUESNEL,BC,V2J3E2,250 992-6821,250 992-7971,52.97557,-122.47727,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828032,Lakeview Elementary,Standard,"1525 BERYL ST, QUESNEL, BC",QUESNEL,BC,V2J4L8,250 747-2009,250 747-3076,52.95402,-122.44429,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828034,Correlieu Secondary School,Standard,"850 ANDERSON DR, QUESNEL, BC",QUESNEL,BC,V2J1G4,250 992-7007,250 992-8476,52.96684,-122.51797,SECONDARY,12-Oct,FALSE,TRUE
2013/2014,BC Public School,28,Quesnel,2828036,Voyageur Elementary School,Standard,"1337 LARK AVE, QUESNEL, BC",QUESNEL,BC,V2J4K5,250 992-2613,250 992-2623,52.97738,-122.52527,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828038,Parkland Elementary,Standard,"5016 BJORNSON RD, QUESNEL, BC",QUESNEL,BC,V2J6X7,250 992-5922,250 992-5542,53.08462,-122.4381,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828039,Riverview Elementary,Standard,"346 HARTLEY ST, QUESNEL, BC",QUESNEL,BC,V2J1W4,250 992-5421,250 992-3518,52.97714,-122.50698,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828040,Barlow Creek Elementary,Standard,"816 BARKERVILLE HWY, QUESNEL, BC",QUESNEL,BC,V2J6S6,250 992-5134,250 992-3146,53.02085,-122.45582,ELEMENTARY,K-7,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2828041,Nazko Valley Elementary,Standard,"9560 NAZKO RD, QUESNEL, BC",QUESNEL,BC,V2J3H9,250 249-5246,250 249-9653,52.9415,-123.467,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,28,Quesnel,2899005,McNaughton Centre,Alternate,"440 MCNAUGHTON AVE, QUESNEL, BC",QUESNEL,BC,V2J3K8,250 991-5566,250 991-5565,52.98239,-122.49415,SECONDARY,12-Sep,FALSE,TRUE
2013/2014,BC Public School,28,Quesnel,2899174,Quesnel Distributed Learning,District Distance Ed,"401 NORTH STAR RD, QUESNEL, BC",QUESNEL,BC,V2J5K2,250 992-8802,250 992-0409,52.98137,-122.46602,ELEMENTARY SECONDARY,12-May,TRUE,TRUE
2013/2014,BC Public School,33,Chilliwack,3333000,SD 33 Continuing Ed,Continuing Ed,"8855 ELM DR, CHILLIWACK, BC",CHILLIWACK,BC,V2P4Y8,604 792-9277,604 792-4094,49.16299,-121.94752,SECONDARY,12-Aug,FALSE,TRUE
2013/2014,BC Public School,33,Chilliwack,3333003,Strathcona Elementary,Standard,"46375 STRATHCONA RD, CHILLIWACK, BC",CHILLIWACK,BC,V2P3T1,604 792-9301,604 792-5645,49.18682,-121.94147,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,33,Chilliwack,3333004,Chilliwack Middle School,Standard,"46354 YALE RD, CHILLIWACK, BC",CHILLIWACK,BC,V2P2R1,604 795-5781,604 795-4312,49.17446,-121.94297,MIDDLE SCHOOL,09-Jul,TRUE,TRUE
2013/2014,BC Public School,33,Chilliwack,3333005,Sardis Elementary,Standard,"45775 MANUEL RD, CHILLIWACK, BC",CHILLIWACK,BC,V2R2E6,604 858-7145,604 858-7104,49.12775,-121.95735,ELEMENTARY,K-6,TRUE,FALSE
2013/2014,BC Public School,33,Chilliwack,3333008,Chilliwack Central Elementary Community,Standard,"9435 YOUNG RD, CHILLIWACK, BC",CHILLIWACK,BC,V2P2P9,604 792-8537,604 792-0104,49.17351,-121.95265,ELEMENTARY,K-6,TRUE,FALSE
